📋 Showing application logs...
[33mapi-gateway-1           | 2025/11/06 13:06:37 [info] 31#31: *3 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:42.682+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:42.683+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:42.685+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="AuthenticationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:42.686+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="PaymentProcessingAttempt" userId="1762414601261" email="alice@paypal.com" amount="300" recipient="landlord@apartments.com"
payment-service-1       | timestamp="2025-11-06T13:11:42.688+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="PaymentProcessingSuccess" paymentId="1762414902686" userId="1762414601261" amount="300"
[33mapi-gateway-1           | 2025/11/06 13:11:42 [info] 31#31: *79 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:42.694+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="152" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $300 to landlord@apartments.com was successful."}" event="NotificationReceived" userId="1762414601261" email="alice@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:42.694+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="152" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $300 to landlord@apartments.com was successful."}" event="NotificationStored" notificationId="f1ba63de-032c-4439-9585-c14cae5f15fc" userId="1762414601261"
payment-service-1       | timestamp="2025-11-06T13:11:44.724+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:44.729+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:44.730+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="207" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDEyNjEsImVtYWlsIjoiYWxpY2VAcGF5cGFsLmNvbSIsImlhdCI6MTc2MjQxNDg4OSwiZXhwIjoxNzYyNTAxMjg5fQ.qVuFtZoUVkKgH34jhZEdCx8BeZ6yfwMqy9VG_p5DLw0"}" event="TokenVerificationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:44.732+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="AuthenticationSuccess" userId="1762414601261" email="alice@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:44.732+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="PaymentProcessingAttempt" userId="1762414601261" email="alice@paypal.com" amount="75.25" recipient="utilities@company.com"
payment-service-1       | timestamp="2025-11-06T13:11:44.733+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="PaymentProcessingSuccess" paymentId="1762414904732" userId="1762414601261" amount="75.25"
[33mapi-gateway-1           | 2025/11/06 13:11:44 [info] 31#31: *81 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:44.738+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="152" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $75.25 to utilities@company.com was successful."}" event="NotificationReceived" userId="1762414601261" email="alice@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:44.738+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="152" content="{"userId":1762414601261,"email":"alice@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $75.25 to utilities@company.com was successful."}" event="NotificationStored" notificationId="52967dcf-7360-4a5c-8f66-3f1411f226f6" userId="1762414601261"
payment-service-1       | timestamp="2025-11-06T13:11:46.767+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:46.774+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:46.774+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:46.776+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="AuthenticationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:46.776+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="PaymentProcessingAttempt" userId="1762414602440" email="bob@paypal.com" amount="50" recipient="john@example.com"
payment-service-1       | timestamp="2025-11-06T13:11:46.777+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="PaymentProcessingSuccess" paymentId="1762414906776" userId="1762414602440" amount="50"
[33mapi-gateway-1           | 2025/11/06 13:11:46 [info] 31#31: *83 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:46.781+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="142" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" event="NotificationReceived" userId="1762414602440" email="bob@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:46.782+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="142" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" event="NotificationStored" notificationId="0870652b-3244-4205-95c0-b43cd4edbade" userId="1762414602440"
payment-service-1       | timestamp="2025-11-06T13:11:48.812+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:48.817+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:48.818+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:48.821+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="AuthenticationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:48.821+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="PaymentProcessingAttempt" userId="1762414602440" email="bob@paypal.com" amount="150.75" recipient="sarah@store.com"
payment-service-1       | timestamp="2025-11-06T13:11:48.824+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="PaymentProcessingSuccess" paymentId="1762414908822" userId="1762414602440" amount="150.75"
[33mapi-gateway-1           | 2025/11/06 13:11:48 [info] 31#31: *85 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:48.830+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="145" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" event="NotificationReceived" userId="1762414602440" email="bob@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:48.830+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="145" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" event="NotificationStored" notificationId="badf170f-4f70-4f0a-834b-5852a351a162" userId="1762414602440"
payment-service-1       | timestamp="2025-11-06T13:11:50.860+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:50.865+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:50.866+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:50.868+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="AuthenticationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:50.868+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="PaymentProcessingAttempt" userId="1762414602440" email="bob@paypal.com" amount="25.5" recipient="mike@restaurant.com"
payment-service-1       | timestamp="2025-11-06T13:11:50.869+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="77" content="{"amount":25.5,"recipient":"mike@restaurant.com","description":"Lunch bill"}" event="PaymentProcessingSuccess" paymentId="1762414910868" userId="1762414602440" amount="25.5"
[33mapi-gateway-1           | 2025/11/06 13:11:50 [info] 31#31: *87 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:50.873+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="147" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $25.5 to mike@restaurant.com was successful."}" event="NotificationReceived" userId="1762414602440" email="bob@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:50.873+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="147" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $25.5 to mike@restaurant.com was successful."}" event="NotificationStored" notificationId="c372c478-7275-44b2-bc8f-deb902634e0c" userId="1762414602440"
payment-service-1       | timestamp="2025-11-06T13:11:52.901+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:52.906+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:52.906+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:52.908+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="AuthenticationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:52.908+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="PaymentProcessingAttempt" userId="1762414602440" email="bob@paypal.com" amount="300" recipient="landlord@apartments.com"
payment-service-1       | timestamp="2025-11-06T13:11:52.910+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="PaymentProcessingSuccess" paymentId="1762414912908" userId="1762414602440" amount="300"
[33mapi-gateway-1           | 2025/11/06 13:11:52 [info] 31#31: *89 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:52.913+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="150" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $300 to landlord@apartments.com was successful."}" event="NotificationReceived" userId="1762414602440" email="bob@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:52.913+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="150" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $300 to landlord@apartments.com was successful."}" event="NotificationStored" notificationId="14c43e17-2408-4b0f-9da6-badc96220f08" userId="1762414602440"
payment-service-1       | timestamp="2025-11-06T13:11:54.941+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:54.946+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationAttempt" hasToken="true"
